#    L    TT             EE             TE             PP             TP          
  1612   0.382186E+03   0.226484E+02  -0.112556E+02   0.144034E+06   0.102817E+02
  1613   0.381081E+03   0.226413E+02  -0.117499E+02   0.143888E+06   0.101535E+02
  1614   0.380017E+03   0.226315E+02  -0.122433E+02   0.143742E+06   0.100263E+02
  1615   0.378992E+03   0.226190E+02  -0.127356E+02   0.143596E+06   0.990015E+01
  1616   0.378008E+03   0.226036E+02  -0.132268E+02   0.143451E+06   0.977504E+01
  1617   0.377063E+03   0.225854E+02  -0.137165E+02   0.143305E+06   0.965099E+01
  1618   0.376158E+03   0.225645E+02  -0.142045E+02   0.143160E+06   0.952798E+01
  1619   0.375291E+03   0.225407E+02  -0.146908E+02   0.143015E+06   0.940604E+01
  1620   0.374462E+03   0.225143E+02  -0.151750E+02   0.142870E+06   0.928517E+01
  1621   0.373673E+03   0.224850E+02  -0.156571E+02   0.142726E+06   0.916536E+01
  1622   0.372921E+03   0.224530E+02  -0.161368E+02   0.142582E+06   0.904662E+01
  1623   0.372207E+03   0.224182E+02  -0.166139E+02   0.142438E+06   0.892896E+01
  1624   0.371530E+03   0.223807E+02  -0.170883E+02   0.142294E+06   0.881238E+01
  1625   0.370891E+03   0.223405E+02  -0.175597E+02   0.142151E+06   0.869688E+01
  1626   0.370288E+03   0.222978E+02  -0.180280E+02   0.142007E+06   0.858247E+01
  1627   0.369722E+03   0.222522E+02  -0.184930E+02   0.141864E+06   0.846915E+01
  1628   0.369191E+03   0.222041E+02  -0.189544E+02   0.141721E+06   0.835693E+01
  1629   0.368697E+03   0.221534E+02  -0.194123E+02   0.141579E+06   0.824581E+01
  1630   0.368237E+03   0.221000E+02  -0.198662E+02   0.141437E+06   0.813580E+01
  1631   0.367812E+03   0.220440E+02  -0.203162E+02   0.141294E+06   0.802689E+01
  1632   0.367421E+03   0.219855E+02  -0.207620E+02   0.141152E+06   0.791910E+01
  1633   0.367064E+03   0.219244E+02  -0.212034E+02   0.141011E+06   0.781242E+01
  1634   0.366741E+03   0.218609E+02  -0.216403E+02   0.140869E+06   0.770686E+01
  1635   0.366450E+03   0.217947E+02  -0.220727E+02   0.140728E+06   0.760243E+01
  1636   0.366192E+03   0.217260E+02  -0.225001E+02   0.140587E+06   0.749912E+01
  1637   0.365966E+03   0.216550E+02  -0.229226E+02   0.140446E+06   0.739695E+01
  1638   0.365772E+03   0.215815E+02  -0.233400E+02   0.140306E+06   0.729592E+01
  1639   0.365608E+03   0.215056E+02  -0.237520E+02   0.140166E+06   0.719602E+01
  1640   0.365475E+03   0.214273E+02  -0.241587E+02   0.140026E+06   0.709727E+01
  1641   0.365372E+03   0.213468E+02  -0.245598E+02   0.139886E+06   0.699967E+01
  1642   0.365299E+03   0.212640E+02  -0.249552E+02   0.139746E+06   0.690323E+01
  1643   0.365254E+03   0.211789E+02  -0.253447E+02   0.139607E+06   0.680794E+01
  1644   0.365239E+03   0.210917E+02  -0.257283E+02   0.139467E+06   0.671381E+01
  1645   0.365251E+03   0.210022E+02  -0.261057E+02   0.139328E+06   0.662084E+01
  1646   0.365290E+03   0.209106E+02  -0.264769E+02   0.139190E+06   0.652905E+01
  1647   0.365356E+03   0.208169E+02  -0.268417E+02   0.139051E+06   0.643843E+01
  1648   0.365449E+03   0.207210E+02  -0.272000E+02   0.138913E+06   0.634898E+01
  1649   0.365567E+03   0.206231E+02  -0.275517E+02   0.138775E+06   0.626072E+01
  1650   0.365710E+03   0.205231E+02  -0.278967E+02   0.138637E+06   0.617364E+01
  1651   0.365877E+03   0.204212E+02  -0.282348E+02   0.138499E+06   0.608775E+01
  1652   0.366069E+03   0.203173E+02  -0.285660E+02   0.138362E+06   0.600305E+01
  1653   0.366283E+03   0.202115E+02  -0.288901E+02   0.138225E+06   0.591954E+01
  1654   0.366521E+03   0.201037E+02  -0.292071E+02   0.138088E+06   0.583721E+01
  1655   0.366780E+03   0.199942E+02  -0.295168E+02   0.137951E+06   0.575606E+01
  1656   0.367060E+03   0.198829E+02  -0.298193E+02   0.137815E+06   0.567610E+01
  1657   0.367362E+03   0.197699E+02  -0.301143E+02   0.137678E+06   0.559731E+01
  1658   0.367684E+03   0.196551E+02  -0.304017E+02   0.137542E+06   0.551971E+01
  1659   0.368026E+03   0.195386E+02  -0.306816E+02   0.137406E+06   0.544328E+01
  1660   0.368386E+03   0.194206E+02  -0.309538E+02   0.137271E+06   0.536803E+01
  1661   0.368766E+03   0.193010E+02  -0.312184E+02   0.137135E+06   0.529395E+01
  1662   0.369162E+03   0.191798E+02  -0.314750E+02   0.137000E+06   0.522105E+01
  1663   0.369576E+03   0.190572E+02  -0.317238E+02   0.136865E+06   0.514931E+01
  1664   0.370006E+03   0.189332E+02  -0.319647E+02   0.136730E+06   0.507875E+01
  1665   0.370452E+03   0.188078E+02  -0.321976E+02   0.136596E+06   0.500935E+01
  1666   0.370913E+03   0.186809E+02  -0.324223E+02   0.136461E+06   0.494113E+01
  1667   0.371389E+03   0.185529E+02  -0.326390E+02   0.136327E+06   0.487406E+01
  1668   0.371879E+03   0.184235E+02  -0.328475E+02   0.136193E+06   0.480817E+01
  1669   0.372381E+03   0.182928E+02  -0.330477E+02   0.136059E+06   0.474343E+01
  1670   0.372896E+03   0.181611E+02  -0.332396E+02   0.135926E+06   0.467986E+01
  1671   0.373423E+03   0.180281E+02  -0.334231E+02   0.135793E+06   0.461744E+01
  1672   0.373961E+03   0.178941E+02  -0.335983E+02   0.135659E+06   0.455618E+01
  1673   0.374510E+03   0.177591E+02  -0.337652E+02   0.135527E+06   0.449608E+01
  1674   0.375069E+03   0.176231E+02  -0.339235E+02   0.135394E+06   0.443714E+01
  1675   0.375637E+03   0.174862E+02  -0.340735E+02   0.135261E+06   0.437935E+01
  1676   0.376214E+03   0.173485E+02  -0.342151E+02   0.135129E+06   0.432271E+01
  1677   0.376799E+03   0.172100E+02  -0.343483E+02   0.134997E+06   0.426722E+01
  1678   0.377392E+03   0.170707E+02  -0.344729E+02   0.134865E+06   0.421288E+01
  1679   0.377991E+03   0.169308E+02  -0.345891E+02   0.134734E+06   0.415968E+01
  1680   0.378596E+03   0.167902E+02  -0.346968E+02   0.134602E+06   0.410764E+01
  1681   0.379208E+03   0.166490E+02  -0.347960E+02   0.134471E+06   0.405673E+01
  1682   0.379824E+03   0.165073E+02  -0.348867E+02   0.134340E+06   0.400697E+01
  1683   0.380444E+03   0.163651E+02  -0.349688E+02   0.134209E+06   0.395836E+01
  1684   0.381067E+03   0.162223E+02  -0.350425E+02   0.134079E+06   0.391088E+01
  1685   0.381694E+03   0.160791E+02  -0.351076E+02   0.133948E+06   0.386454E+01
  1686   0.382323E+03   0.159356E+02  -0.351641E+02   0.133818E+06   0.381934E+01
  1687   0.382954E+03   0.157917E+02  -0.352123E+02   0.133688E+06   0.377527E+01
  1688   0.383586E+03   0.156476E+02  -0.352520E+02   0.133558E+06   0.373234E+01
  1689   0.384218E+03   0.155032E+02  -0.352832E+02   0.133429E+06   0.369054E+01
  1690   0.384850E+03   0.153587E+02  -0.353061E+02   0.133299E+06   0.364987E+01
  1691   0.385482E+03   0.152141E+02  -0.353205E+02   0.133170E+06   0.361033E+01
  1692   0.386112E+03   0.150694E+02  -0.353265E+02   0.133041E+06   0.357192E+01
  1693   0.386740E+03   0.149246E+02  -0.353244E+02   0.132913E+06   0.353464E+01
  1694   0.387366E+03   0.147799E+02  -0.353138E+02   0.132784E+06   0.349848E+01
  1695   0.387988E+03   0.146352E+02  -0.352949E+02   0.132656E+06   0.346344E+01
  1696   0.388606E+03   0.144906E+02  -0.352678E+02   0.132528E+06   0.342953E+01
  1697   0.389221E+03   0.143462E+02  -0.352326E+02   0.132400E+06   0.339674E+01
  1698   0.389829E+03   0.142019E+02  -0.351891E+02   0.132272E+06   0.336506E+01
  1699   0.390432E+03   0.140579E+02  -0.351376E+02   0.132144E+06   0.333451E+01
  1700   0.391029E+03   0.139142E+02  -0.350780E+02   0.132017E+06   0.330507E+01
  1701   0.391620E+03   0.137707E+02  -0.350104E+02   0.131890E+06   0.327674E+01
  1702   0.392203E+03   0.136277E+02  -0.349349E+02   0.131763E+06   0.324952E+01
  1703   0.392779E+03   0.134853E+02  -0.348517E+02   0.131636E+06   0.322341E+01
  1704   0.393347E+03   0.133431E+02  -0.347607E+02   0.131510E+06   0.319839E+01
  1705   0.393906E+03   0.132017E+02  -0.346621E+02   0.131383E+06   0.317445E+01
  1706   0.394456E+03   0.130608E+02  -0.345560E+02   0.131257E+06   0.315161E+01
  1707   0.394996E+03   0.129204E+02  -0.344423E+02   0.131131E+06   0.312984E+01
  1708   0.395526E+03   0.127808E+02  -0.343212E+02   0.131006E+06   0.310914E+01
  1709   0.396046E+03   0.126419E+02  -0.341928E+02   0.130880E+06   0.308950E+01
  1710   0.396554E+03   0.125038E+02  -0.340571E+02   0.130755E+06   0.307092E+01
  1711   0.397051E+03   0.123664E+02  -0.339143E+02   0.130629E+06   0.305339E+01
  1712   0.397536E+03   0.122299E+02  -0.337644E+02   0.130505E+06   0.303691E+01
  1713   0.398008E+03   0.120942E+02  -0.336076E+02   0.130380E+06   0.302147E+01
  1714   0.398467E+03   0.119595E+02  -0.334437E+02   0.130255E+06   0.300706E+01
  1715   0.398913E+03   0.118257E+02  -0.332732E+02   0.130131E+06   0.299367E+01
  1716   0.399346E+03   0.116929E+02  -0.330960E+02   0.130007E+06   0.298131E+01
  1717   0.399763E+03   0.115612E+02  -0.329122E+02   0.129883E+06   0.296996E+01
  1718   0.400166E+03   0.114305E+02  -0.327219E+02   0.129759E+06   0.295961E+01
  1719   0.400555E+03   0.113009E+02  -0.325253E+02   0.129635E+06   0.295027E+01
  1720   0.400927E+03   0.111725E+02  -0.323224E+02   0.129512E+06   0.294192E+01
  1721   0.401285E+03   0.110453E+02  -0.321134E+02   0.129389E+06   0.293456E+01
  1722   0.401626E+03   0.109193E+02  -0.318984E+02   0.129266E+06   0.292818E+01
  1723   0.401951E+03   0.107946E+02  -0.316775E+02   0.129143E+06   0.292278E+01
  1724   0.402259E+03   0.106712E+02  -0.314508E+02   0.129020E+06   0.291834E+01
  1725   0.402550E+03   0.105492E+02  -0.312185E+02   0.128898E+06   0.291487E+01
  1726   0.402823E+03   0.104284E+02  -0.309807E+02   0.128775E+06   0.291236E+01
  1727   0.403079E+03   0.103092E+02  -0.307374E+02   0.128653E+06   0.291079E+01
  1728   0.403316E+03   0.101913E+02  -0.304889E+02   0.128531E+06   0.291017E+01
  1729   0.403535E+03   0.100749E+02  -0.302352E+02   0.128410E+06   0.291049E+01
  1730   0.403735E+03   0.996005E+01  -0.299764E+02   0.128288E+06   0.291174E+01
  1731   0.403916E+03   0.984667E+01  -0.297127E+02   0.128167E+06   0.291391E+01
  1732   0.404078E+03   0.973485E+01  -0.294441E+02   0.128046E+06   0.291701E+01
  1733   0.404219E+03   0.962466E+01  -0.291709E+02   0.127925E+06   0.292101E+01
  1734   0.404341E+03   0.951604E+01  -0.288931E+02   0.127804E+06   0.292592E+01
  1735   0.404442E+03   0.940904E+01  -0.286109E+02   0.127683E+06   0.293173E+01
  1736   0.404523E+03   0.930375E+01  -0.283244E+02   0.127563E+06   0.293844E+01
  1737   0.404584E+03   0.920017E+01  -0.280338E+02   0.127443E+06   0.294603E+01
  1738   0.404624E+03   0.909830E+01  -0.277393E+02   0.127323E+06   0.295450E+01
  1739   0.404643E+03   0.899821E+01  -0.274410E+02   0.127203E+06   0.296385E+01
  1740   0.404641E+03   0.889990E+01  -0.271390E+02   0.127083E+06   0.297406E+01
  1741   0.404618E+03   0.880338E+01  -0.268334E+02   0.126964E+06   0.298514E+01
  1742   0.404574E+03   0.870871E+01  -0.265246E+02   0.126845E+06   0.299707E+01
  1743   0.404509E+03   0.861582E+01  -0.262124E+02   0.126725E+06   0.300985E+01
  1744   0.404421E+03   0.852486E+01  -0.258971E+02   0.126607E+06   0.302348E+01
  1745   0.404312E+03   0.843576E+01  -0.255788E+02   0.126488E+06   0.303794E+01
  1746   0.404180E+03   0.834859E+01  -0.252577E+02   0.126369E+06   0.305323E+01
  1747   0.404026E+03   0.826328E+01  -0.249338E+02   0.126251E+06   0.306934E+01
  1748   0.403851E+03   0.817997E+01  -0.246074E+02   0.126133E+06   0.308627E+01
  1749   0.403652E+03   0.809859E+01  -0.242785E+02   0.126015E+06   0.310402E+01
  1750   0.403431E+03   0.801914E+01  -0.239473E+02   0.125897E+06   0.312257E+01
  1751   0.403187E+03   0.794170E+01  -0.236140E+02   0.125779E+06   0.314191E+01
  1752   0.402921E+03   0.786626E+01  -0.232788E+02   0.125662E+06   0.316205E+01
  1753   0.402633E+03   0.779282E+01  -0.229417E+02   0.125544E+06   0.318297E+01
  1754   0.402321E+03   0.772139E+01  -0.226029E+02   0.125427E+06   0.320466E+01
  1755   0.401987E+03   0.765204E+01  -0.222625E+02   0.125310E+06   0.322711E+01
  1756   0.401630E+03   0.758470E+01  -0.219207E+02   0.125194E+06   0.325032E+01
  1757   0.401250E+03   0.751943E+01  -0.215778E+02   0.125077E+06   0.327428E+01
  1758   0.400847E+03   0.745617E+01  -0.212336E+02   0.124961E+06   0.329898E+01
  1759   0.400422E+03   0.739503E+01  -0.208886E+02   0.124844E+06   0.332440E+01
  1760   0.399973E+03   0.733595E+01  -0.205426E+02   0.124728E+06   0.335055E+01
  1761   0.399502E+03   0.727894E+01  -0.201960E+02   0.124613E+06   0.337741E+01
  1762   0.399008E+03   0.722402E+01  -0.198487E+02   0.124497E+06   0.340497E+01
  1763   0.398492E+03   0.717118E+01  -0.195012E+02   0.124381E+06   0.343323E+01
  1764   0.397952E+03   0.712044E+01  -0.191533E+02   0.124266E+06   0.346218E+01
  1765   0.397391E+03   0.707179E+01  -0.188053E+02   0.124151E+06   0.349180E+01
  1766   0.396808E+03   0.702524E+01  -0.184575E+02   0.124036E+06   0.352210E+01
  1767   0.396203E+03   0.698079E+01  -0.181098E+02   0.123921E+06   0.355306E+01
  1768   0.395575E+03   0.693845E+01  -0.177624E+02   0.123806E+06   0.358466E+01
  1769   0.394927E+03   0.689821E+01  -0.174155E+02   0.123692E+06   0.361692E+01
  1770   0.394257E+03   0.686007E+01  -0.170693E+02   0.123578E+06   0.364980E+01
  1771   0.393565E+03   0.682404E+01  -0.167239E+02   0.123464E+06   0.368332E+01
  1772   0.392852E+03   0.679009E+01  -0.163793E+02   0.123350E+06   0.371745E+01
  1773   0.392117E+03   0.675823E+01  -0.160357E+02   0.123236E+06   0.375220E+01
  1774   0.391362E+03   0.672845E+01  -0.156933E+02   0.123122E+06   0.378754E+01
  1775   0.390586E+03   0.670076E+01  -0.153522E+02   0.123009E+06   0.382348E+01
  1776   0.389789E+03   0.667514E+01  -0.150126E+02   0.122896E+06   0.386000E+01
  1777   0.388972E+03   0.665159E+01  -0.146744E+02   0.122783E+06   0.389709E+01
  1778   0.388134E+03   0.663010E+01  -0.143379E+02   0.122670E+06   0.393475E+01
  1779   0.387276E+03   0.661066E+01  -0.140033E+02   0.122557E+06   0.397298E+01
  1780   0.386399E+03   0.659326E+01  -0.136706E+02   0.122444E+06   0.401175E+01
  1781   0.385501E+03   0.657788E+01  -0.133399E+02   0.122332E+06   0.405106E+01
  1782   0.384584E+03   0.656454E+01  -0.130116E+02   0.122220E+06   0.409090E+01
  1783   0.383648E+03   0.655321E+01  -0.126854E+02   0.122108E+06   0.413127E+01
  1784   0.382693E+03   0.654387E+01  -0.123617E+02   0.121996E+06   0.417215E+01
  1785   0.381719E+03   0.653652E+01  -0.120406E+02   0.121884E+06   0.421354E+01
  1786   0.380727E+03   0.653114E+01  -0.117221E+02   0.121772E+06   0.425543E+01
  1787   0.379717E+03   0.652771E+01  -0.114065E+02   0.121661E+06   0.429780E+01
  1788   0.378689E+03   0.652623E+01  -0.110937E+02   0.121550E+06   0.434066E+01
  1789   0.377644E+03   0.652667E+01  -0.107840E+02   0.121439E+06   0.438399E+01
  1790   0.376581E+03   0.652903E+01  -0.104774E+02   0.121328E+06   0.442778E+01
  1791   0.375501E+03   0.653328E+01  -0.101741E+02   0.121217E+06   0.447203E+01
  1792   0.374404E+03   0.653940E+01  -0.987404E+01   0.121107E+06   0.451673E+01
  1793   0.373291E+03   0.654738E+01  -0.957750E+01   0.120996E+06   0.456186E+01
  1794   0.372161E+03   0.655718E+01  -0.928453E+01   0.120886E+06   0.460742E+01
  1795   0.371015E+03   0.656881E+01  -0.899520E+01   0.120776E+06   0.465341E+01
  1796   0.369853E+03   0.658224E+01  -0.870958E+01   0.120666E+06   0.469980E+01
  1797   0.368676E+03   0.659744E+01  -0.842789E+01   0.120556E+06   0.474660E+01
  1798   0.367483E+03   0.661438E+01  -0.815021E+01   0.120447E+06   0.479380E+01
  1799   0.366277E+03   0.663306E+01  -0.787647E+01   0.120337E+06   0.484138E+01
  1800   0.365055E+03   0.665345E+01  -0.760696E+01   0.120228E+06   0.488934E+01
  1801   0.363820E+03   0.667552E+01  -0.734167E+01   0.120119E+06   0.493766E+01
  1802   0.362572E+03   0.669926E+01  -0.708071E+01   0.120010E+06   0.498635E+01
  1803   0.361310E+03   0.672463E+01  -0.682418E+01   0.119901E+06   0.503539E+01
  1804   0.360036E+03   0.675161E+01  -0.657216E+01   0.119793E+06   0.508477E+01
  1805   0.358749E+03   0.678018E+01  -0.632472E+01   0.119684E+06   0.513447E+01
  1806   0.357451E+03   0.681031E+01  -0.608192E+01   0.119576E+06   0.518451E+01
  1807   0.356141E+03   0.684197E+01  -0.584386E+01   0.119468E+06   0.523485E+01
  1808   0.354820E+03   0.687513E+01  -0.561058E+01   0.119360E+06   0.528549E+01
  1809   0.353488E+03   0.690976E+01  -0.538219E+01   0.119252E+06   0.533643E+01
  1810   0.352145E+03   0.694585E+01  -0.515874E+01   0.119145E+06   0.538766E+01
  1811   0.350792E+03   0.698336E+01  -0.494030E+01   0.119037E+06   0.543915E+01
  1812   0.349429E+03   0.702225E+01  -0.472691E+01   0.118930E+06   0.549092E+01
  1813   0.348056E+03   0.706251E+01  -0.451865E+01   0.118823E+06   0.554293E+01
  1814   0.346675E+03   0.710409E+01  -0.431557E+01   0.118716E+06   0.559519E+01
  1815   0.345285E+03   0.714698E+01  -0.411772E+01   0.118609E+06   0.564769E+01
  1816   0.343887E+03   0.719114E+01  -0.392517E+01   0.118502E+06   0.570042E+01
  1817   0.342482E+03   0.723654E+01  -0.373796E+01   0.118396E+06   0.575336E+01
  1818   0.341069E+03   0.728315E+01  -0.355615E+01   0.118289E+06   0.580651E+01
  1819   0.339650E+03   0.733094E+01  -0.337978E+01   0.118183E+06   0.585986E+01
  1820   0.338224E+03   0.737987E+01  -0.320888E+01   0.118077E+06   0.591339E+01
  1821   0.336792E+03   0.742988E+01  -0.304351E+01   0.117971E+06   0.596711E+01
  1822   0.335354E+03   0.748102E+01  -0.288370E+01   0.117866E+06   0.602099E+01
  1823   0.333911E+03   0.753321E+01  -0.272951E+01   0.117760E+06   0.607504E+01
  1824   0.332463E+03   0.758636E+01  -0.258097E+01   0.117655E+06   0.612923E+01
  1825   0.331011E+03   0.764048E+01  -0.243809E+01   0.117549E+06   0.618357E+01
  1826   0.329554E+03   0.769565E+01  -0.230092E+01   0.117444E+06   0.623804E+01
  1827   0.328094E+03   0.775162E+01  -0.216946E+01   0.117339E+06   0.629263E+01
  1828   0.326630E+03   0.780850E+01  -0.204374E+01   0.117234E+06   0.634733E+01
  1829   0.325165E+03   0.786626E+01  -0.192377E+01   0.117130E+06   0.640214E+01
  1830   0.323696E+03   0.792484E+01  -0.180960E+01   0.117025E+06   0.645704E+01
  1831   0.322227E+03   0.798417E+01  -0.170121E+01   0.116921E+06   0.651202E+01
  1832   0.320756E+03   0.804424E+01  -0.159864E+01   0.116817E+06   0.656708E+01
  1833   0.319285E+03   0.810497E+01  -0.150188E+01   0.116713E+06   0.662220E+01
  1834   0.317812E+03   0.816646E+01  -0.141095E+01   0.116609E+06   0.667738E+01
  1835   0.316340E+03   0.822853E+01  -0.132586E+01   0.116505E+06   0.673260E+01
  1836   0.314869E+03   0.829121E+01  -0.124661E+01   0.116401E+06   0.678786E+01
  1837   0.313397E+03   0.835447E+01  -0.117320E+01   0.116298E+06   0.684315E+01
  1838   0.311927E+03   0.841826E+01  -0.110566E+01   0.116195E+06   0.689845E+01
  1839   0.310458E+03   0.848257E+01  -0.104396E+01   0.116092E+06   0.695377E+01
  1840   0.308991E+03   0.854733E+01  -0.988102E+00   0.115989E+06   0.700908E+01
  1841   0.307526E+03   0.861253E+01  -0.938075E+00   0.115886E+06   0.706438E+01
  1842   0.306063E+03   0.867804E+01  -0.893864E+00   0.115783E+06   0.711966E+01
  1843   0.304604E+03   0.874398E+01  -0.855462E+00   0.115681E+06   0.717490E+01
  1844   0.303148E+03   0.881023E+01  -0.822861E+00   0.115578E+06   0.723011E+01
  1845   0.301696E+03   0.887670E+01  -0.796038E+00   0.115476E+06   0.728527E+01
  1846   0.300248E+03   0.894347E+01  -0.774987E+00   0.115374E+06   0.734038E+01
  1847   0.298805E+03   0.901046E+01  -0.759686E+00   0.115272E+06   0.739541E+01
  1848   0.297366E+03   0.907761E+01  -0.750104E+00   0.115170E+06   0.745036E+01
