#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   177   0.517275E+04  -0.380391E+02   0.174868E-03  -0.380391E+02   0.846871E+00  -0.707443E-06   0.174868E-03  -0.707443E-06   0.646463E-07
   178   0.519701E+04  -0.373553E+02   0.173432E-03  -0.373553E+02   0.835723E+00  -0.693002E-06   0.173432E-03  -0.693002E-06   0.643020E-07
   179   0.522084E+04  -0.366439E+02   0.172013E-03  -0.366439E+02   0.824656E+00  -0.678732E-06   0.172013E-03  -0.678732E-06   0.639607E-07
   180   0.524422E+04  -0.359050E+02   0.170609E-03  -0.359050E+02   0.813708E+00  -0.664623E-06   0.170609E-03  -0.664623E-06   0.636222E-07
   181   0.526713E+04  -0.351389E+02   0.169221E-03  -0.351389E+02   0.802908E+00  -0.650663E-06   0.169221E-03  -0.650663E-06   0.632864E-07
   182   0.528958E+04  -0.343455E+02   0.167847E-03  -0.343455E+02   0.792286E+00  -0.636839E-06   0.167847E-03  -0.636839E-06   0.629535E-07
   183   0.531155E+04  -0.335250E+02   0.166488E-03  -0.335250E+02   0.781864E+00  -0.623141E-06   0.166488E-03  -0.623141E-06   0.626234E-07
   184   0.533304E+04  -0.326777E+02   0.165143E-03  -0.326777E+02   0.771680E+00  -0.609556E-06   0.165143E-03  -0.609556E-06   0.622959E-07
   185   0.535405E+04  -0.318035E+02   0.163813E-03  -0.318035E+02   0.761770E+00  -0.596073E-06   0.163813E-03  -0.596073E-06   0.619712E-07
   186   0.537456E+04  -0.309028E+02   0.162495E-03  -0.309028E+02   0.752157E+00  -0.582680E-06   0.162495E-03  -0.582680E-06   0.616492E-07
   187   0.539457E+04  -0.299756E+02   0.161191E-03  -0.299756E+02   0.742872E+00  -0.569366E-06   0.161191E-03  -0.569366E-06   0.613298E-07
   188   0.541407E+04  -0.290222E+02   0.159900E-03  -0.290222E+02   0.733954E+00  -0.556119E-06   0.159900E-03  -0.556119E-06   0.610130E-07
   189   0.543305E+04  -0.280428E+02   0.158622E-03  -0.280428E+02   0.725435E+00  -0.542926E-06   0.158622E-03  -0.542926E-06   0.606988E-07
   190   0.545151E+04  -0.270378E+02   0.157355E-03  -0.270378E+02   0.717349E+00  -0.529777E-06   0.157355E-03  -0.529777E-06   0.603872E-07
   191   0.546944E+04  -0.260072E+02   0.156101E-03  -0.260072E+02   0.709727E+00  -0.516660E-06   0.156101E-03  -0.516660E-06   0.600781E-07
   192   0.548683E+04  -0.249514E+02   0.154858E-03  -0.249514E+02   0.702606E+00  -0.503563E-06   0.154858E-03  -0.503563E-06   0.597715E-07
   193   0.550367E+04  -0.238705E+02   0.153626E-03  -0.238705E+02   0.696018E+00  -0.490474E-06   0.153626E-03  -0.490474E-06   0.594674E-07
   194   0.551997E+04  -0.227651E+02   0.152406E-03  -0.227651E+02   0.689999E+00  -0.477382E-06   0.152406E-03  -0.477382E-06   0.591657E-07
   195   0.553571E+04  -0.216352E+02   0.151195E-03  -0.216352E+02   0.684584E+00  -0.464275E-06   0.151195E-03  -0.464275E-06   0.588665E-07
   196   0.555090E+04  -0.204815E+02   0.149995E-03  -0.204815E+02   0.679810E+00  -0.451141E-06   0.149995E-03  -0.451141E-06   0.585696E-07
   197   0.556553E+04  -0.193041E+02   0.148804E-03  -0.193041E+02   0.675713E+00  -0.437969E-06   0.148804E-03  -0.437969E-06   0.582752E-07
   198   0.557961E+04  -0.181035E+02   0.147624E-03  -0.181035E+02   0.672330E+00  -0.424746E-06   0.147624E-03  -0.424746E-06   0.579830E-07
   199   0.559310E+04  -0.168800E+02   0.146452E-03  -0.168800E+02   0.669695E+00  -0.411462E-06   0.146452E-03  -0.411462E-06   0.576932E-07
   200   0.560604E+04  -0.156341E+02   0.145289E-03  -0.156341E+02   0.667845E+00  -0.398104E-06   0.145289E-03  -0.398104E-06   0.574057E-07
   201   0.561840E+04  -0.143659E+02   0.144134E-03  -0.143659E+02   0.666817E+00  -0.384664E-06   0.144134E-03  -0.384664E-06   0.571204E-07
   202   0.563018E+04  -0.130762E+02   0.142988E-03  -0.130762E+02   0.666648E+00  -0.371142E-06   0.142988E-03  -0.371142E-06   0.568374E-07
   203   0.564135E+04  -0.117650E+02   0.141850E-03  -0.117650E+02   0.667373E+00  -0.357540E-06   0.141850E-03  -0.357540E-06   0.565566E-07
   204   0.565192E+04  -0.104331E+02   0.140721E-03  -0.104331E+02   0.669030E+00  -0.343864E-06   0.140721E-03  -0.343864E-06   0.562779E-07
   205   0.566186E+04  -0.908068E+01   0.139599E-03  -0.908068E+01   0.671656E+00  -0.330115E-06   0.139599E-03  -0.330115E-06   0.560015E-07
   206   0.567118E+04  -0.770825E+01   0.138486E-03  -0.770825E+01   0.675286E+00  -0.316298E-06   0.138486E-03  -0.316298E-06   0.557272E-07
   207   0.567987E+04  -0.631617E+01   0.137381E-03  -0.631617E+01   0.679959E+00  -0.302414E-06   0.137381E-03  -0.302414E-06   0.554551E-07
   208   0.568791E+04  -0.490502E+01   0.136284E-03  -0.490502E+01   0.685710E+00  -0.288468E-06   0.136284E-03  -0.288468E-06   0.551851E-07
   209   0.569533E+04  -0.347534E+01   0.135195E-03  -0.347534E+01   0.692576E+00  -0.274464E-06   0.135195E-03  -0.274464E-06   0.549173E-07
   210   0.570213E+04  -0.202770E+01   0.134115E-03  -0.202770E+01   0.700594E+00  -0.260403E-06   0.134115E-03  -0.260403E-06   0.546515E-07
   211   0.570830E+04  -0.562630E+00   0.133042E-03  -0.562630E+00   0.709801E+00  -0.246289E-06   0.133042E-03  -0.246289E-06   0.543878E-07
   212   0.571387E+04   0.919295E+00   0.131977E-03   0.919295E+00   0.720232E+00  -0.232126E-06   0.131977E-03  -0.232126E-06   0.541261E-07
   213   0.571883E+04   0.241753E+01   0.130919E-03   0.241753E+01   0.731925E+00  -0.217917E-06   0.130919E-03  -0.217917E-06   0.538665E-07
   214   0.572319E+04   0.393151E+01   0.129870E-03   0.393151E+01   0.744918E+00  -0.203665E-06   0.129870E-03  -0.203665E-06   0.536089E-07
   215   0.572696E+04   0.546066E+01   0.128828E-03   0.546066E+01   0.759240E+00  -0.189373E-06   0.128828E-03  -0.189373E-06   0.533533E-07
   216   0.573010E+04   0.700437E+01   0.127794E-03   0.700437E+01   0.774936E+00  -0.175045E-06   0.127794E-03  -0.175045E-06   0.530996E-07
   217   0.573263E+04   0.856204E+01   0.126768E-03   0.856204E+01   0.792036E+00  -0.160683E-06   0.126768E-03  -0.160683E-06   0.528480E-07
   218   0.573455E+04   0.101332E+02   0.125749E-03   0.101332E+02   0.810570E+00  -0.146292E-06   0.125749E-03  -0.146292E-06   0.525983E-07
   219   0.573584E+04   0.117170E+02   0.124737E-03   0.117170E+02   0.830581E+00  -0.131874E-06   0.124737E-03  -0.131874E-06   0.523505E-07
   220   0.573651E+04   0.133132E+02   0.123733E-03   0.133132E+02   0.852101E+00  -0.117432E-06   0.123733E-03  -0.117432E-06   0.521046E-07
   221   0.573655E+04   0.149208E+02   0.122737E-03   0.149208E+02   0.875159E+00  -0.102971E-06   0.122737E-03  -0.102971E-06   0.518606E-07
   222   0.573595E+04   0.165395E+02   0.121748E-03   0.165395E+02   0.899799E+00  -0.884922E-07   0.121748E-03  -0.884922E-07   0.516185E-07
   223   0.573473E+04   0.181684E+02   0.120766E-03   0.181684E+02   0.926043E+00  -0.740000E-07   0.120766E-03  -0.740000E-07   0.513783E-07
   224   0.573288E+04   0.198071E+02   0.119792E-03   0.198071E+02   0.953929E+00  -0.594974E-07   0.119792E-03  -0.594974E-07   0.511398E-07
   225   0.573041E+04   0.214546E+02   0.118824E-03   0.214546E+02   0.983479E+00  -0.449876E-07   0.118824E-03  -0.449876E-07   0.509032E-07
   226   0.572730E+04   0.231106E+02   0.117864E-03   0.231106E+02   0.101474E+01  -0.304738E-07   0.117864E-03  -0.304738E-07   0.506684E-07
   227   0.572358E+04   0.247741E+02   0.116911E-03   0.247741E+02   0.104773E+01  -0.159594E-07   0.116911E-03  -0.159594E-07   0.504354E-07
   228   0.571923E+04   0.264447E+02   0.115965E-03   0.264447E+02   0.108249E+01  -0.144758E-08   0.115965E-03  -0.144758E-08   0.502041E-07
   229   0.571426E+04   0.281216E+02   0.115026E-03   0.281216E+02   0.111905E+01   0.130584E-07   0.115026E-03   0.130584E-07   0.499746E-07
   230   0.570868E+04   0.298041E+02   0.114094E-03   0.298041E+02   0.115743E+01   0.275553E-07   0.114094E-03   0.275553E-07   0.497468E-07
   231   0.570247E+04   0.314915E+02   0.113169E-03   0.314915E+02   0.119765E+01   0.420399E-07   0.113169E-03   0.420399E-07   0.495207E-07
   232   0.569566E+04   0.331831E+02   0.112251E-03   0.331831E+02   0.123976E+01   0.565089E-07   0.112251E-03   0.565089E-07   0.492963E-07
   233   0.568823E+04   0.348782E+02   0.111340E-03   0.348782E+02   0.128377E+01   0.709591E-07   0.111340E-03   0.709591E-07   0.490736E-07
   234   0.568019E+04   0.365761E+02   0.110435E-03   0.365761E+02   0.132971E+01   0.853871E-07   0.110435E-03   0.853871E-07   0.488526E-07
   235   0.567154E+04   0.382761E+02   0.109537E-03   0.382761E+02   0.137762E+01   0.997899E-07   0.109537E-03   0.997899E-07   0.486331E-07
   236   0.566228E+04   0.399774E+02   0.108646E-03   0.399774E+02   0.142751E+01   0.114164E-06   0.108646E-03   0.114164E-06   0.484153E-07
   237   0.565242E+04   0.416793E+02   0.107761E-03   0.416793E+02   0.147941E+01   0.128506E-06   0.107761E-03   0.128506E-06   0.481991E-07
   238   0.564196E+04   0.433812E+02   0.106883E-03   0.433812E+02   0.153333E+01   0.142814E-06   0.106883E-03   0.142814E-06   0.479844E-07
   239   0.563091E+04   0.450822E+02   0.106011E-03   0.450822E+02   0.158930E+01   0.157082E-06   0.106011E-03   0.157082E-06   0.477714E-07
   240   0.561926E+04   0.467815E+02   0.105146E-03   0.467815E+02   0.164734E+01   0.171310E-06   0.105146E-03   0.171310E-06   0.475598E-07
   241   0.560702E+04   0.484786E+02   0.104287E-03   0.484786E+02   0.170748E+01   0.185492E-06   0.104287E-03   0.185492E-06   0.473498E-07
   242   0.559420E+04   0.501726E+02   0.103435E-03   0.501726E+02   0.176973E+01   0.199627E-06   0.103435E-03   0.199627E-06   0.471413E-07
   243   0.558080E+04   0.518627E+02   0.102588E-03   0.518627E+02   0.183411E+01   0.213710E-06   0.102588E-03   0.213710E-06   0.469343E-07
   244   0.556682E+04   0.535483E+02   0.101749E-03   0.535483E+02   0.190064E+01   0.227738E-06   0.101749E-03   0.227738E-06   0.467287E-07
   245   0.555227E+04   0.552287E+02   0.100915E-03   0.552287E+02   0.196933E+01   0.241709E-06   0.100915E-03   0.241709E-06   0.465246E-07
   246   0.553717E+04   0.569031E+02   0.100087E-03   0.569031E+02   0.204020E+01   0.255618E-06   0.100087E-03   0.255618E-06   0.463220E-07
   247   0.552150E+04   0.585708E+02   0.992657E-04   0.585708E+02   0.211326E+01   0.269463E-06   0.992657E-04   0.269463E-06   0.461207E-07
   248   0.550529E+04   0.602310E+02   0.984502E-04   0.602310E+02   0.218854E+01   0.283241E-06   0.984502E-04   0.283241E-06   0.459209E-07
   249   0.548852E+04   0.618832E+02   0.976408E-04   0.618832E+02   0.226603E+01   0.296947E-06   0.976408E-04   0.296947E-06   0.457224E-07
   250   0.547123E+04   0.635264E+02   0.968372E-04   0.635264E+02   0.234576E+01   0.310580E-06   0.968372E-04   0.310580E-06   0.455253E-07
   251   0.545339E+04   0.651598E+02   0.960396E-04   0.651598E+02   0.242773E+01   0.324136E-06   0.960396E-04   0.324136E-06   0.453295E-07
   252   0.543501E+04   0.667827E+02   0.952478E-04   0.667827E+02   0.251194E+01   0.337615E-06   0.952478E-04   0.337615E-06   0.451351E-07
   253   0.541610E+04   0.683944E+02   0.944618E-04   0.683944E+02   0.259840E+01   0.351018E-06   0.944618E-04   0.351018E-06   0.449420E-07
   254   0.539666E+04   0.699939E+02   0.936815E-04   0.699939E+02   0.268713E+01   0.364344E-06   0.936815E-04   0.364344E-06   0.447502E-07
   255   0.537669E+04   0.715805E+02   0.929069E-04   0.715805E+02   0.277812E+01   0.377596E-06   0.929069E-04   0.377596E-06   0.445597E-07
   256   0.535620E+04   0.731535E+02   0.921380E-04   0.731535E+02   0.287138E+01   0.390773E-06   0.921380E-04   0.390773E-06   0.443705E-07
   257   0.533520E+04   0.747122E+02   0.913746E-04   0.747122E+02   0.296692E+01   0.403875E-06   0.913746E-04   0.403875E-06   0.441825E-07
   258   0.531370E+04   0.762556E+02   0.906169E-04   0.762556E+02   0.306472E+01   0.416904E-06   0.906169E-04   0.416904E-06   0.439959E-07
   259   0.529170E+04   0.777841E+02   0.898646E-04   0.777841E+02   0.316480E+01   0.429859E-06   0.898646E-04   0.429859E-06   0.438105E-07
   260   0.526924E+04   0.792956E+02   0.891178E-04   0.792956E+02   0.326715E+01   0.442741E-06   0.891178E-04   0.442741E-06   0.436263E-07
   261   0.524631E+04   0.807907E+02   0.883764E-04   0.807907E+02   0.337177E+01   0.455552E-06   0.883764E-04   0.455552E-06   0.434434E-07
   262   0.522294E+04   0.822680E+02   0.876404E-04   0.822680E+02   0.347867E+01   0.468290E-06   0.876404E-04   0.468290E-06   0.432617E-07
   263   0.519912E+04   0.837275E+02   0.869096E-04   0.837275E+02   0.358785E+01   0.480957E-06   0.869096E-04   0.480957E-06   0.430813E-07
   264   0.517487E+04   0.851677E+02   0.861842E-04   0.851677E+02   0.369928E+01   0.493553E-06   0.861842E-04   0.493553E-06   0.429020E-07
   265   0.515020E+04   0.865894E+02   0.854640E-04   0.865894E+02   0.381297E+01   0.506079E-06   0.854640E-04   0.506079E-06   0.427240E-07
   266   0.512509E+04   0.879902E+02   0.847489E-04   0.879902E+02   0.392890E+01   0.518536E-06   0.847489E-04   0.518536E-06   0.425471E-07
   267   0.509958E+04   0.893695E+02   0.840390E-04   0.893695E+02   0.404706E+01   0.530923E-06   0.840390E-04   0.530923E-06   0.423714E-07
   268   0.507366E+04   0.907280E+02   0.833341E-04   0.907280E+02   0.416745E+01   0.543241E-06   0.833341E-04   0.543241E-06   0.421969E-07
   269   0.504733E+04   0.920635E+02   0.826343E-04   0.920635E+02   0.429004E+01   0.555491E-06   0.826343E-04   0.555491E-06   0.420235E-07
   270   0.502060E+04   0.933767E+02   0.819395E-04   0.933767E+02   0.441483E+01   0.567673E-06   0.819395E-04   0.567673E-06   0.418513E-07
   271   0.499349E+04   0.946655E+02   0.812496E-04   0.946655E+02   0.454180E+01   0.579788E-06   0.812496E-04   0.579788E-06   0.416802E-07
   272   0.496599E+04   0.959304E+02   0.805646E-04   0.959304E+02   0.467094E+01   0.591837E-06   0.805646E-04   0.591837E-06   0.415102E-07
   273   0.493814E+04   0.971702E+02   0.798844E-04   0.971702E+02   0.480221E+01   0.603819E-06   0.798844E-04   0.603819E-06   0.413414E-07
   274   0.490992E+04   0.983854E+02   0.792090E-04   0.983854E+02   0.493562E+01   0.615735E-06   0.792090E-04   0.615735E-06   0.411736E-07
   275   0.488136E+04   0.995739E+02   0.785384E-04   0.995739E+02   0.507112E+01   0.627586E-06   0.785384E-04   0.627586E-06   0.410070E-07
   276   0.485246E+04   0.100736E+03   0.778725E-04   0.100736E+03   0.520872E+01   0.639373E-06   0.778725E-04   0.639373E-06   0.408414E-07
   277   0.482324E+04   0.101871E+03   0.772112E-04   0.101871E+03   0.534838E+01   0.651095E-06   0.772112E-04   0.651095E-06   0.406769E-07
   278   0.479370E+04   0.102978E+03   0.765545E-04   0.102978E+03   0.549008E+01   0.662753E-06   0.765545E-04   0.662753E-06   0.405135E-07
   279   0.476385E+04   0.104058E+03   0.759024E-04   0.104058E+03   0.563379E+01   0.674349E-06   0.759024E-04   0.674349E-06   0.403511E-07
   280   0.473372E+04   0.105108E+03   0.752548E-04   0.105108E+03   0.577947E+01   0.685881E-06   0.752548E-04   0.685881E-06   0.401898E-07
   281   0.470329E+04   0.106130E+03   0.746116E-04   0.106130E+03   0.592712E+01   0.697352E-06   0.746116E-04   0.697352E-06   0.400295E-07
   282   0.467259E+04   0.107121E+03   0.739729E-04   0.107121E+03   0.607668E+01   0.708761E-06   0.739729E-04   0.708761E-06   0.398703E-07
   283   0.464163E+04   0.108083E+03   0.733385E-04   0.108083E+03   0.622814E+01   0.720108E-06   0.733385E-04   0.720108E-06   0.397120E-07
   284   0.461041E+04   0.109013E+03   0.727085E-04   0.109013E+03   0.638146E+01   0.731395E-06   0.727085E-04   0.731395E-06   0.395548E-07
   285   0.457894E+04   0.109912E+03   0.720827E-04   0.109912E+03   0.653661E+01   0.742622E-06   0.720827E-04   0.742622E-06   0.393985E-07
   286   0.454724E+04   0.110780E+03   0.714611E-04   0.110780E+03   0.669356E+01   0.753789E-06   0.714611E-04   0.753789E-06   0.392432E-07
   287   0.451532E+04   0.111615E+03   0.708438E-04   0.111615E+03   0.685225E+01   0.764897E-06   0.708438E-04   0.764897E-06   0.390889E-07
   288   0.448319E+04   0.112418E+03   0.702305E-04   0.112418E+03   0.701267E+01   0.775946E-06   0.702305E-04   0.775946E-06   0.389356E-07
   289   0.445084E+04   0.113188E+03   0.696213E-04   0.113188E+03   0.717477E+01   0.786938E-06   0.696213E-04   0.786938E-06   0.387832E-07
   290   0.441832E+04   0.113925E+03   0.690162E-04   0.113925E+03   0.733851E+01   0.797871E-06   0.690162E-04   0.797871E-06   0.386317E-07
   291   0.438561E+04   0.114628E+03   0.684150E-04   0.114628E+03   0.750387E+01   0.808748E-06   0.684150E-04   0.808748E-06   0.384812E-07
   292   0.435273E+04   0.115297E+03   0.678178E-04   0.115297E+03   0.767071E+01   0.819567E-06   0.678178E-04   0.819567E-06   0.383316E-07
   293   0.431968E+04   0.115931E+03   0.672245E-04   0.115931E+03   0.783912E+01   0.830331E-06   0.672245E-04   0.830331E-06   0.381829E-07
   294   0.428648E+04   0.116530E+03   0.666350E-04   0.116530E+03   0.800901E+01   0.841039E-06   0.666350E-04   0.841039E-06   0.380351E-07
   295   0.425314E+04   0.117095E+03   0.660494E-04   0.117095E+03   0.818023E+01   0.851692E-06   0.660494E-04   0.851692E-06   0.378882E-07
   296   0.421966E+04   0.117623E+03   0.654674E-04   0.117623E+03   0.835287E+01   0.862291E-06   0.654674E-04   0.862291E-06   0.377422E-07
   297   0.418605E+04   0.118115E+03   0.648892E-04   0.118115E+03   0.852678E+01   0.872835E-06   0.648892E-04   0.872835E-06   0.375970E-07
   298   0.415233E+04   0.118570E+03   0.643146E-04   0.118570E+03   0.870195E+01   0.883326E-06   0.643146E-04   0.883326E-06   0.374527E-07
   299   0.411851E+04   0.118988E+03   0.637436E-04   0.118988E+03   0.887830E+01   0.893763E-06   0.637436E-04   0.893763E-06   0.373093E-07
   300   0.408458E+04   0.119370E+03   0.631762E-04   0.119370E+03   0.905577E+01   0.904148E-06   0.631762E-04   0.904148E-06   0.371667E-07
   301   0.405058E+04   0.119714E+03   0.626123E-04   0.119714E+03   0.923443E+01   0.914480E-06   0.626123E-04   0.914480E-06   0.370249E-07
   302   0.401651E+04   0.120022E+03   0.620520E-04   0.120022E+03   0.941406E+01   0.924756E-06   0.620520E-04   0.924756E-06   0.368839E-07
   303   0.398238E+04   0.120292E+03   0.614951E-04   0.120292E+03   0.959472E+01   0.934970E-06   0.614951E-04   0.934970E-06   0.367438E-07
   304   0.394821E+04   0.120525E+03   0.609418E-04   0.120525E+03   0.977636E+01   0.945117E-06   0.609418E-04   0.945117E-06   0.366044E-07
   305   0.391401E+04   0.120720E+03   0.603921E-04   0.120720E+03   0.995888E+01   0.955193E-06   0.603921E-04   0.955193E-06   0.364659E-07
   306   0.387978E+04   0.120878E+03   0.598459E-04   0.120878E+03   0.101423E+02   0.965194E-06   0.598459E-04   0.965194E-06   0.363282E-07
   307   0.384554E+04   0.120997E+03   0.593033E-04   0.120997E+03   0.103265E+02   0.975114E-06   0.593033E-04   0.975114E-06   0.361912E-07
   308   0.381130E+04   0.121079E+03   0.587643E-04   0.121079E+03   0.105114E+02   0.984949E-06   0.587643E-04   0.984949E-06   0.360551E-07
   309   0.377707E+04   0.121123E+03   0.582289E-04   0.121123E+03   0.106969E+02   0.994694E-06   0.582289E-04   0.994694E-06   0.359197E-07
   310   0.374285E+04   0.121129E+03   0.576971E-04   0.121129E+03   0.108830E+02   0.100434E-05   0.576971E-04   0.100434E-05   0.357851E-07
   311   0.370867E+04   0.121095E+03   0.571689E-04   0.121095E+03   0.110697E+02   0.101389E-05   0.571689E-04   0.101389E-05   0.356513E-07
   312   0.367451E+04   0.121024E+03   0.566443E-04   0.121024E+03   0.112568E+02   0.102334E-05   0.566443E-04   0.102334E-05   0.355182E-07
   313   0.364041E+04   0.120914E+03   0.561234E-04   0.120914E+03   0.114444E+02   0.103268E-05   0.561234E-04   0.103268E-05   0.353859E-07
   314   0.360636E+04   0.120765E+03   0.556061E-04   0.120765E+03   0.116323E+02   0.104190E-05   0.556061E-04   0.104190E-05   0.352544E-07
   315   0.357238E+04   0.120578E+03   0.550925E-04   0.120578E+03   0.118204E+02   0.105101E-05   0.550925E-04   0.105101E-05   0.351236E-07
   316   0.353848E+04   0.120353E+03   0.545825E-04   0.120353E+03   0.120088E+02   0.105999E-05   0.545825E-04   0.105999E-05   0.349935E-07
   317   0.350467E+04   0.120089E+03   0.540763E-04   0.120089E+03   0.121973E+02   0.106884E-05   0.540763E-04   0.106884E-05   0.348642E-07
   318   0.347096E+04   0.119787E+03   0.535737E-04   0.119787E+03   0.123858E+02   0.107756E-05   0.535737E-04   0.107756E-05   0.347356E-07
